scenario,initial_soh,tte_h,stop_reason,final_voltage_v,final_soc,tte_decline_pct
Mobile game,1.0,3.1638888888888888,voltage cutoff,2.9998741191215434,0.03635699438662396,0.0
Mobile game,0.9,2.813888888888889,voltage cutoff,2.9997736920128317,0.04690136460105807,11.062335381913948
Mobile game,0.8,2.4722222222222223,voltage cutoff,2.9994501441999017,0.05706685180258376,21.861281826163296
Mobile game,0.7,2.138888888888889,voltage cutoff,2.9986436095684654,0.0666796254392982,32.39683933274802
