time,soc,soh,temp,voltage,current,v1,v2,R0,R1,R2,power,tte_estimate,brightness,cpu_load,gpu_load,network_traffic,signal_quality,gps_flag,power_base,power_screen,power_cpu,power_gpu,power_network,power_gps,power_background,stop_reason,actual_tte_s
3575.0,0.7297898729309931,0.9999999999977705,28.08276709020099,3.8183979936549743,0.9812521750516595,0.004710494135046071,0.009430560136275992,0.014400577326353543,0.004800192442117848,0.009600384884235697,3.7468097112707897,9237.171018654415,0.75,0.85,0.75,0.15,4.0,0.0,0.35,0.8021711060847014,1.0837499999999998,0.9558886051860883,0.51,0.0,0.045,,
3585.0,0.7289996602153578,0.9999999999977645,28.087558756784357,3.817401911332904,0.9815082124091471,0.0047094182073704445,0.00942834014359855,0.014393539010659063,0.0047978463368863545,0.009595692673772709,3.7468097112707897,9224.762021831617,0.75,0.85,0.75,0.15,4.0,0.0,0.35,0.8021711060847014,1.0837499999999998,0.9558886051860883,0.51,0.0,0.045,,
3595.0,0.72820924125138,0.9999999999977585,28.09233607523223,3.816405710550317,0.9817644138913594,0.004708349629476013,0.009426134948616528,0.01438652440634578,0.004795508135448593,0.009591016270897186,3.7468097112707897,9212.35534817531,0.75,0.85,0.75,0.15,4.0,0.0,0.35,0.8021711060847014,1.0837499999999998,0.9558886051860883,0.51,0.0,0.045,,
3605.0,0.7274186159068208,0.9999999999977525,28.097099089451447,3.815409391297607,0.9820207796531739,0.004707288399584191,0.009423944546961367,0.014379533490769945,0.004793177830256649,0.009586355660513298,3.7468097112707897,9199.950998964227,0.75,0.85,0.75,0.15,4.0,0.0,0.35,0.8021711060847014,1.0837499999999998,0.9558886051860883,0.51,0.0,0.045,,
3615.0,0.7266277840493162,0.9999999999977465,28.10184784321771,3.8144129535648656,0.9822773098497379,0.0047062345159674095,0.009421768934369341,0.014372566241443447,0.004790855413814483,0.009581710827628966,3.7468097112707897,9187.548975477119,0.75,0.85,0.75,0.15,4.0,0.0,0.35,0.8021711060847014,1.0837499999999998,0.9558886051860883,0.51,0.0,0.045,,
3625.0,0.7258367455463771,0.9999999999977405,28.106582380175947,3.813416397341882,0.9825340046364618,0.004705187976948928,0.009419608106681259,0.014365622636033245,0.004788540878677749,0.009577081757355497,3.7468097112707897,9175.149278992776,0.75,0.85,0.75,0.15,4.0,0.0,0.35,0.8021711060847014,1.0837499999999998,0.9558886051860883,0.51,0.0,0.045,,
3635.0,0.7250455002653894,0.9999999999977345,28.111302743840753,3.812419722618145,0.9827908641690651,0.0047041487809028225,0.009417462059842192,0.014358702652360738,0.00478623421745358,0.00957246843490716,3.7468097112707897,9162.751910790015,0.75,0.85,0.75,0.15,4.0,0.0,0.35,0.8021711060847014,1.0837499999999998,0.9558886051860883,0.51,0.0,0.045,,
3645.0,0.7242540480736133,0.9999999999977285,28.116008977596746,3.8114229293828417,0.9830478886034787,0.004703116926253619,0.009415330789901147,0.014351806268401202,0.004783935422800401,0.009567870845600802,3.7468097112707897,9150.35687214771,0.75,0.85,0.75,0.15,4.0,0.0,0.35,0.8021711060847014,1.0837499999999998,0.9558886051860883,0.51,0.0,0.045,,
3655.0,0.7234623888381833,0.9999999999977225,28.12070112469899,3.8104260176248594,0.9833050780959678,0.004702092411476451,0.009413214293010844,0.014344933462283141,0.004781644487427714,0.009563288974855429,3.7468097112707897,9137.964164344767,0.75,0.85,0.75,0.15,4.0,0.0,0.35,0.8021711060847014,1.0837499999999998,0.9558886051860883,0.51,0.0,0.045,,
3665.0,0.7226705224261079,0.9999999999977165,28.12537922827338,3.8094289873327862,0.9835624328030329,0.00470107523509662,0.009411112565427324,0.014338084212287747,0.004779361404095916,0.009558722808191832,3.7468097112707897,9125.573788660155,0.75,0.85,0.75,0.15,4.0,0.0,0.35,0.8021711060847014,1.0837499999999998,0.9558886051860883,0.51,0.0,0.045,,
